Timestamp,ts_key,Actual Vol [Tons],Expected Vol [Tons]
2014-01-01,Provider_27-Plant_13,831.7,777.247
2014-01-01,Provider_27-Plant_14,36.112,36.796
2014-01-01,Provider_27-Plant_15,986.023,1063.821
2014-01-01,Provider_27-Plant_18,209.178,195.599
2014-01-01,Provider_27-Plant_19,761.674,760.699
2014-01-01,Provider_27-Plant_20,286.105,289.663
2014-01-01,Provider_27-Plant_4,1487.808,1209.235
2014-01-01,Provider_27-Plant_6,210.002,139.603
2014-01-01,Provider_28-Plant_10,9.668,9.938
2014-01-01,Provider_28-Plant_12,1.129,1.119
2014-01-01,Provider_28-Plant_13,260.154,250.664
2014-01-01,Provider_28-Plant_14,1.074,0.74
2014-01-01,Provider_28-Plant_15,59.854,58.101
2014-01-01,Provider_28-Plant_18,33.495,33.215
2014-01-01,Provider_28-Plant_19,124.531,116.352
2014-01-01,Provider_28-Plant_20,324.842,315.987
2014-01-01,Provider_28-Plant_4,332.838,208.769
2014-01-01,Provider_29-Plant_10,93.031,97.735
2014-01-01,Provider_29-Plant_11,59.22,54.562
2014-01-01,Provider_29-Plant_12,37.538,13.417
2014-01-01,Provider_29-Plant_13,559.281,480.314
2014-01-01,Provider_29-Plant_14,129.53,127.445
2014-01-01,Provider_29-Plant_15,235.389,216.234
2014-01-01,Provider_29-Plant_18,350.798,346.996
2014-01-01,Provider_29-Plant_19,781.524,630.486
2014-01-01,Provider_29-Plant_20,169.768,185.218
2014-01-01,Provider_29-Plant_4,679.984,603.349
2014-01-01,Provider_3-Plant_10,169.009,173.646
2014-01-01,Provider_3-Plant_11,307.357,309.181
2014-01-01,Provider_3-Plant_12,342.88,307.751
2014-01-01,Provider_3-Plant_13,1729.125,1693.002
2014-01-01,Provider_3-Plant_14,280.404,264.572
2014-01-01,Provider_3-Plant_15,940.943,965.927
2014-01-01,Provider_3-Plant_18,314.331,314.157
2014-01-01,Provider_3-Plant_19,1795.266,1658.374
2014-01-01,Provider_3-Plant_20,496.393,497.373
2014-01-01,Provider_3-Plant_4,2578.763,1640.342
2014-01-01,Provider_3-Plant_6,667.859,381.307
2014-01-01,Provider_30-Plant_10,43.224,42.653
2014-01-01,Provider_30-Plant_12,39.208,38.537
2014-01-01,Provider_30-Plant_13,519.138,488.446
2014-01-01,Provider_30-Plant_14,4.33,4.449
2014-01-01,Provider_30-Plant_15,438.941,439.68
2014-01-01,Provider_30-Plant_18,127.688,129.012
2014-01-01,Provider_30-Plant_19,428.779,421.006
2014-01-01,Provider_30-Plant_20,33.678,32.228
2014-01-01,Provider_30-Plant_4,313.738,258.831
2014-01-01,Provider_31-Plant_10,307.994,309.611
2014-01-01,Provider_31-Plant_11,205.663,203.291
2014-01-01,Provider_31-Plant_12,509.432,262.664
2014-01-01,Provider_31-Plant_13,1626.684,1612.794
2014-01-01,Provider_31-Plant_14,284.625,280.109
2014-01-01,Provider_31-Plant_15,909.783,875.674
2014-01-01,Provider_31-Plant_18,1351.967,1252.68
2014-01-01,Provider_31-Plant_19,1469.287,1449.45
2014-01-01,Provider_31-Plant_20,633.71,656.116
2014-01-01,Provider_31-Plant_4,2708.346,2357.927
2014-01-01,Provider_32-Plant_10,19.979,22.026
2014-01-01,Provider_32-Plant_13,30.272,30.23
2014-01-01,Provider_32-Plant_14,41.733,46.05
2014-01-01,Provider_32-Plant_15,15.696,16.027
2014-01-01,Provider_32-Plant_18,102.033,110.208
2014-01-01,Provider_32-Plant_19,0.262,0.349
2014-01-01,Provider_32-Plant_20,4.257,4.401
2014-01-01,Provider_7-Plant_10,420.198,413.103
2014-01-01,Provider_7-Plant_12,253.005,118.986
2014-01-01,Provider_7-Plant_13,565.886,552.395
2014-01-01,Provider_7-Plant_14,37.731,37.171
2014-01-01,Provider_7-Plant_15,341.175,332.473
2014-01-01,Provider_7-Plant_18,614.826,845.701
2014-01-01,Provider_7-Plant_19,797.071,789.061
2014-01-01,Provider_7-Plant_20,210.89,212.58
2014-01-01,Provider_7-Plant_4,235.652,227.74
2014-01-01,Provider_7-Plant_6,178.058,116.592
2014-01-01,Provider_8-Plant_10,18.449,17.824
2014-01-01,Provider_8-Plant_11,13.566,13.533
2014-01-01,Provider_8-Plant_12,62.149,54.058
2014-01-01,Provider_8-Plant_13,152.743,157.231
2014-01-01,Provider_8-Plant_14,15.77,13.818
2014-01-01,Provider_8-Plant_15,178.214,180.678
2014-01-01,Provider_8-Plant_18,77.043,74.484
2014-01-01,Provider_8-Plant_19,182.486,185.995
2014-01-01,Provider_8-Plant_20,366.335,365.592
2014-01-01,Provider_8-Plant_4,520.909,118.24
2014-01-01,Provider_9-Plant_10,117.48,116.131
2014-01-01,Provider_9-Plant_11,140.249,122.525
2014-01-01,Provider_9-Plant_12,55.071,42.056
2014-01-01,Provider_9-Plant_13,87.74,80.779
2014-01-01,Provider_9-Plant_14,818.922,795.561
2014-01-01,Provider_9-Plant_15,191.762,184.86
2014-01-01,Provider_9-Plant_18,241.641,235.484
2014-01-01,Provider_9-Plant_19,362.091,316.71
2014-01-01,Provider_9-Plant_20,154.808,155.534
2014-01-01,Provider_9-Plant_4,731.957,797.573
2014-02-01,Provider_10-Plant_10,388.113,388.118
2014-02-01,Provider_10-Plant_11,42.794,32.842
2014-02-01,Provider_10-Plant_12,9.439,8.411
2014-02-01,Provider_10-Plant_13,48.205,52.332
2014-02-01,Provider_10-Plant_14,15.82,16.787
2014-02-01,Provider_10-Plant_15,77.158,79.764
2014-02-01,Provider_10-Plant_18,411.76,412.259
2014-02-01,Provider_10-Plant_19,47.933,54.199
2014-02-01,Provider_10-Plant_20,72.001,74.337
2014-02-01,Provider_10-Plant_4,524.206,526.745
2014-02-01,Provider_14-Plant_10,8.088,8.457
2014-02-01,Provider_14-Plant_11,141.12,0.0
2014-02-01,Provider_14-Plant_12,19.046,17.561
2014-02-01,Provider_14-Plant_13,218.774,223.791
2014-02-01,Provider_14-Plant_14,20.058,19.499
2014-02-01,Provider_14-Plant_15,393.922,428.683
2014-02-01,Provider_14-Plant_18,81.735,46.846
2014-02-01,Provider_14-Plant_19,99.889,98.927
2014-02-01,Provider_14-Plant_20,148.958,154.367
2014-02-01,Provider_14-Plant_4,623.018,194.584
2014-02-01,Provider_15-Plant_18,11.089,10.81
2014-02-01,Provider_15-Plant_19,34.623,49.891
2014-02-01,Provider_15-Plant_20,40.54,40.091
2014-02-01,Provider_15-Plant_4,5.168,3.651
2014-02-01,Provider_18-Plant_19,0.408,0.42
2014-02-01,Provider_18-Plant_20,73.945,90.367
2014-02-01,Provider_18-Plant_4,8.566,6.644
2014-02-01,Provider_2-Plant_10,22.514,22.795
2014-02-01,Provider_2-Plant_12,40.917,39.247
2014-02-01,Provider_2-Plant_13,870.213,809.748
2014-02-01,Provider_2-Plant_14,190.71,179.861
2014-02-01,Provider_2-Plant_15,581.111,591.137
2014-02-01,Provider_2-Plant_18,354.806,301.477
2014-02-01,Provider_2-Plant_19,470.819,443.451
2014-02-01,Provider_2-Plant_20,216.561,207.358
2014-02-01,Provider_2-Plant_4,700.331,689.931
2014-02-01,Provider_20-Plant_10,131.19,128.874
2014-02-01,Provider_20-Plant_11,0.4,0.0
2014-02-01,Provider_20-Plant_12,228.564,200.477
2014-02-01,Provider_20-Plant_13,1068.137,1073.107
2014-02-01,Provider_20-Plant_14,184.919,189.521
2014-02-01,Provider_20-Plant_15,546.818,589.313
2014-02-01,Provider_20-Plant_18,467.487,450.748
2014-02-01,Provider_20-Plant_19,583.394,618.187
2014-02-01,Provider_20-Plant_20,160.208,163.286
2014-02-01,Provider_20-Plant_4,1500.85,1369.627
2014-02-01,Provider_20-Plant_6,415.538,288.232
2014-02-01,Provider_21-Plant_10,94.155,105.998
2014-02-01,Provider_21-Plant_11,2.672,2.671
2014-02-01,Provider_21-Plant_12,100.716,102.549
2014-02-01,Provider_21-Plant_13,692.19,623.306
2014-02-01,Provider_21-Plant_14,75.404,73.231
2014-02-01,Provider_21-Plant_15,378.968,373.237
2014-02-01,Provider_21-Plant_18,403.213,543.71
2014-02-01,Provider_21-Plant_19,736.56,712.777
2014-02-01,Provider_21-Plant_20,300.19,302.081
2014-02-01,Provider_21-Plant_4,1996.862,1834.495
2014-02-01,Provider_21-Plant_6,661.104,543.967
2014-02-01,Provider_22-Plant_10,108.437,110.294
2014-02-01,Provider_22-Plant_12,271.13,77.157
2014-02-01,Provider_22-Plant_13,381.335,377.947
2014-02-01,Provider_22-Plant_14,7.618,7.647
2014-02-01,Provider_22-Plant_15,104.554,91.64
2014-02-01,Provider_22-Plant_18,27.188,28.608
2014-02-01,Provider_22-Plant_19,373.69,291.139
2014-02-01,Provider_22-Plant_20,8.492,8.567
2014-02-01,Provider_22-Plant_4,2110.077,1316.925
2014-02-01,Provider_22-Plant_6,79.888,51.065
2014-02-01,Provider_24-Plant_10,132.46,122.893
2014-02-01,Provider_24-Plant_12,92.96,92.804
2014-02-01,Provider_24-Plant_13,894.936,857.487
2014-02-01,Provider_24-Plant_14,107.797,111.541
2014-02-01,Provider_24-Plant_15,740.944,819.411
2014-02-01,Provider_24-Plant_18,380.266,320.305
2014-02-01,Provider_24-Plant_19,609.135,604.722
2014-02-01,Provider_24-Plant_20,133.116,137.678
2014-02-01,Provider_24-Plant_4,1284.254,843.433
2014-02-01,Provider_24-Plant_6,467.924,398.452
2014-02-01,Provider_25-Plant_10,75.201,73.901
2014-02-01,Provider_25-Plant_12,124.693,92.67
2014-02-01,Provider_25-Plant_13,995.727,1039.802
2014-02-01,Provider_25-Plant_14,187.024,183.506
2014-02-01,Provider_25-Plant_15,783.549,789.773
2014-02-01,Provider_25-Plant_18,345.505,302.161
2014-02-01,Provider_25-Plant_19,1059.199,1030.025
2014-02-01,Provider_25-Plant_20,186.504,185.776
2014-02-01,Provider_25-Plant_4,1005.193,972.379
2014-02-01,Provider_25-Plant_6,517.897,429.905
2014-02-01,Provider_27-Plant_10,39.343,35.502
2014-02-01,Provider_27-Plant_11,870.214,798.111
2014-02-01,Provider_27-Plant_12,9.272,8.654
2014-02-01,Provider_27-Plant_13,726.798,715.049
2014-02-01,Provider_27-Plant_14,27.825,29.15
2014-02-01,Provider_27-Plant_15,1187.831,1305.435
2014-02-01,Provider_27-Plant_18,188.075,176.425
2014-02-01,Provider_27-Plant_19,780.986,789.164
2014-02-01,Provider_27-Plant_20,269.785,276.442
2014-02-01,Provider_27-Plant_4,1432.659,1154.579
2014-02-01,Provider_27-Plant_6,155.848,88.73
2014-02-01,Provider_28-Plant_10,7.855,6.951
2014-02-01,Provider_28-Plant_12,0.854,0.837
2014-02-01,Provider_28-Plant_13,282.151,276.862
2014-02-01,Provider_28-Plant_14,0.775,0.787
2014-02-01,Provider_28-Plant_15,69.948,67.478
2014-02-01,Provider_28-Plant_18,31.009,31.928
2014-02-01,Provider_28-Plant_19,153.696,151.094
2014-02-01,Provider_28-Plant_20,337.796,326.771
2014-02-01,Provider_28-Plant_4,354.228,235.701
2014-02-01,Provider_29-Plant_10,91.821,95.378
2014-02-01,Provider_29-Plant_11,74.269,73.849
2014-02-01,Provider_29-Plant_12,49.921,11.225
2014-02-01,Provider_29-Plant_13,621.57,502.035
2014-02-01,Provider_29-Plant_14,117.653,116.465
2014-02-01,Provider_29-Plant_15,240.162,224.944
2014-02-01,Provider_29-Plant_18,283.474,279.685
2014-02-01,Provider_29-Plant_19,692.326,597.337
2014-02-01,Provider_29-Plant_20,153.386,208.211
2014-02-01,Provider_29-Plant_4,720.356,598.142
2014-02-01,Provider_3-Plant_10,128.195,123.068
2014-02-01,Provider_3-Plant_11,332.065,330.739
2014-02-01,Provider_3-Plant_12,399.139,340.983
2014-02-01,Provider_3-Plant_13,1835.958,1782.082
2014-02-01,Provider_3-Plant_14,284.709,279.996
2014-02-01,Provider_3-Plant_15,1181.301,1217.65
2014-02-01,Provider_3-Plant_18,295.539,295.19
2014-02-01,Provider_3-Plant_19,1644.686,1669.42
2014-02-01,Provider_3-Plant_20,513.494,508.553
2014-02-01,Provider_3-Plant_4,2746.744,1752.473
2014-02-01,Provider_3-Plant_6,790.059,416.836
2014-02-01,Provider_30-Plant_10,36.394,33.162
2014-02-01,Provider_30-Plant_12,37.818,37.193
2014-02-01,Provider_30-Plant_13,491.684,478.855
2014-02-01,Provider_30-Plant_14,3.328,3.408
2014-02-01,Provider_30-Plant_15,512.201,520.256
2014-02-01,Provider_30-Plant_18,126.672,132.012
2014-02-01,Provider_30-Plant_19,349.519,346.589
2014-02-01,Provider_30-Plant_20,41.493,41.62
2014-02-01,Provider_30-Plant_4,353.334,315.211
2014-02-01,Provider_31-Plant_10,249.012,250.225
2014-02-01,Provider_31-Plant_11,196.263,194.747
2014-02-01,Provider_31-Plant_12,579.472,302.606
2014-02-01,Provider_31-Plant_13,1747.149,1698.433
2014-02-01,Provider_31-Plant_14,238.822,236.545
2014-02-01,Provider_31-Plant_15,1014.335,976.854
2014-02-01,Provider_31-Plant_18,1316.398,1212.93
2014-02-01,Provider_31-Plant_19,1489.607,1478.164
2014-02-01,Provider_31-Plant_20,610.932,617.634
2014-02-01,Provider_31-Plant_4,2607.567,2212.594
2014-02-01,Provider_32-Plant_10,15.665,17.391
2014-02-01,Provider_32-Plant_13,35.669,34.928
2014-02-01,Provider_32-Plant_14,50.285,55.534
2014-02-01,Provider_32-Plant_15,16.739,16.902
2014-02-01,Provider_32-Plant_18,77.838,84.017
2014-02-01,Provider_32-Plant_20,2.104,2.125
2014-02-01,Provider_7-Plant_10,319.671,314.268
2014-02-01,Provider_7-Plant_12,262.895,106.083
2014-02-01,Provider_7-Plant_13,587.108,569.197
2014-02-01,Provider_7-Plant_14,37.882,37.238
2014-02-01,Provider_7-Plant_15,402.381,392.008
2014-02-01,Provider_7-Plant_18,560.467,802.885
2014-02-01,Provider_7-Plant_19,930.053,919.114
2014-02-01,Provider_7-Plant_20,215.377,213.975
2014-02-01,Provider_7-Plant_4,227.706,218.074
2014-02-01,Provider_7-Plant_6,140.278,93.857
2014-02-01,Provider_8-Plant_10,14.37,13.936
2014-02-01,Provider_8-Plant_11,7.521,7.333
2014-02-01,Provider_8-Plant_12,84.15,71.997
2014-02-01,Provider_8-Plant_13,162.769,163.452
2014-02-01,Provider_8-Plant_14,10.759,9.91
2014-02-01,Provider_8-Plant_15,171.865,172.196
2014-02-01,Provider_8-Plant_18,62.784,61.012
2014-02-01,Provider_8-Plant_19,293.341,287.324
2014-02-01,Provider_8-Plant_20,220.82,217.609
2014-02-01,Provider_8-Plant_4,450.425,101.432
2014-02-01,Provider_9-Plant_10,104.59,103.542
2014-02-01,Provider_9-Plant_11,65.628,63.189
2014-02-01,Provider_9-Plant_12,55.123,43.793
2014-02-01,Provider_9-Plant_13,90.434,82.259
2014-02-01,Provider_9-Plant_14,788.56,767.054
2014-02-01,Provider_9-Plant_15,200.612,194.873
2014-02-01,Provider_9-Plant_18,227.646,222.819
2014-02-01,Provider_9-Plant_19,384.305,347.67
2014-02-01,Provider_9-Plant_20,124.047,134.388
2014-02-01,Provider_9-Plant_4,843.106,937.084
2014-03-01,Provider_10-Plant_10,527.383,538.025
2014-03-01,Provider_10-Plant_11,42.815,32.626
2014-03-01,Provider_10-Plant_12,18.026,15.35
2014-03-01,Provider_10-Plant_13,39.995,43.474
2014-03-01,Provider_10-Plant_14,21.391,20.845
2014-03-01,Provider_10-Plant_15,76.426,77.532
2014-03-01,Provider_10-Plant_18,451.607,468.745
2014-03-01,Provider_10-Plant_19,60.392,64.037
2014-03-01,Provider_10-Plant_20,143.753,149.394
2014-03-01,Provider_10-Plant_4,623.646,592.065
2014-03-01,Provider_14-Plant_10,9.658,10.106
2014-03-01,Provider_14-Plant_11,325.543,0.0
2014-03-01,Provider_14-Plant_12,21.853,22.895
2014-03-01,Provider_14-Plant_13,205.032,206.29
2014-03-01,Provider_14-Plant_14,18.028,19.528
2014-03-01,Provider_14-Plant_15,364.821,397.25
2014-03-01,Provider_14-Plant_18,95.823,53.447
2014-03-01,Provider_14-Plant_19,137.899,136.288
2014-03-01,Provider_14-Plant_20,160.953,164.545
2014-03-01,Provider_14-Plant_4,638.549,228.256
2014-03-01,Provider_15-Plant_18,19.97,27.162
2014-03-01,Provider_15-Plant_19,36.735,55.387
2014-03-01,Provider_15-Plant_20,66.271,63.075
2014-03-01,Provider_15-Plant_4,19.41,17.692
2014-03-01,Provider_18-Plant_19,0.285,0.295
2014-03-01,Provider_18-Plant_20,132.202,132.521
2014-03-01,Provider_18-Plant_4,0.745,0.0
2014-03-01,Provider_2-Plant_10,28.465,28.126
2014-03-01,Provider_2-Plant_12,49.003,48.489
2014-03-01,Provider_2-Plant_13,920.133,850.774
2014-03-01,Provider_2-Plant_14,194.069,191.284
2014-03-01,Provider_2-Plant_15,563.759,575.976
2014-03-01,Provider_2-Plant_18,434.69,366.536
2014-03-01,Provider_2-Plant_19,518.329,493.25
2014-03-01,Provider_2-Plant_20,213.417,206.959
2014-03-01,Provider_2-Plant_4,690.856,626.897
2014-03-01,Provider_20-Plant_10,161.099,160.082
2014-03-01,Provider_20-Plant_12,207.942,197.202
2014-03-01,Provider_20-Plant_13,1100.902,1095.248
2014-03-01,Provider_20-Plant_14,219.222,226.628
2014-03-01,Provider_20-Plant_15,582.997,637.543
2014-03-01,Provider_20-Plant_18,486.998,473.049
2014-03-01,Provider_20-Plant_19,578.824,613.026
2014-03-01,Provider_20-Plant_20,199.254,202.532
2014-03-01,Provider_20-Plant_4,1449.659,1251.837
2014-03-01,Provider_20-Plant_6,387.815,252.622
2014-03-01,Provider_21-Plant_10,133.067,155.2
2014-03-01,Provider_21-Plant_12,104.196,113.5
2014-03-01,Provider_21-Plant_13,733.937,706.076
2014-03-01,Provider_21-Plant_14,59.319,57.81
2014-03-01,Provider_21-Plant_15,399.814,390.116
2014-03-01,Provider_21-Plant_18,437.328,596.437
2014-03-01,Provider_21-Plant_19,662.031,686.26
2014-03-01,Provider_21-Plant_20,348.088,346.731
2014-03-01,Provider_21-Plant_4,2191.997,1977.016
2014-03-01,Provider_21-Plant_6,643.44,520.964
2014-03-01,Provider_22-Plant_10,143.279,146.653
2014-03-01,Provider_22-Plant_12,289.54,87.219
2014-03-01,Provider_22-Plant_13,388.347,379.067
2014-03-01,Provider_22-Plant_14,9.508,9.475
2014-03-01,Provider_22-Plant_15,130.866,115.003
2014-03-01,Provider_22-Plant_18,50.293,52.104
2014-03-01,Provider_22-Plant_19,381.202,301.345
2014-03-01,Provider_22-Plant_20,3.811,2.142
2014-03-01,Provider_22-Plant_4,1947.229,1319.122
2014-03-01,Provider_22-Plant_6,63.11,49.171
2014-03-01,Provider_24-Plant_10,198.039,181.377
2014-03-01,Provider_24-Plant_12,76.559,76.378
2014-03-01,Provider_24-Plant_13,1065.893,1183.489
2014-03-01,Provider_24-Plant_14,104.712,108.341
2014-03-01,Provider_24-Plant_15,806.764,891.158
2014-03-01,Provider_24-Plant_18,451.928,377.833
2014-03-01,Provider_24-Plant_19,554.311,558.408
2014-03-01,Provider_24-Plant_20,138.694,144.065
2014-03-01,Provider_24-Plant_4,1186.704,718.956
2014-03-01,Provider_24-Plant_6,487.402,424.129
2014-03-01,Provider_25-Plant_10,86.205,84.088
2014-03-01,Provider_25-Plant_12,122.419,96.167
2014-03-01,Provider_25-Plant_13,1009.219,1042.872
2014-03-01,Provider_25-Plant_14,210.568,198.961
2014-03-01,Provider_25-Plant_15,851.878,853.067
2014-03-01,Provider_25-Plant_18,380.925,323.849
2014-03-01,Provider_25-Plant_19,1035.97,1007.129
2014-03-01,Provider_25-Plant_20,197.761,184.022
2014-03-01,Provider_25-Plant_4,975.477,911.069
2014-03-01,Provider_25-Plant_6,583.335,493.212
2014-03-01,Provider_27-Plant_10,49.595,47.082
2014-03-01,Provider_27-Plant_11,941.826,881.882
2014-03-01,Provider_27-Plant_12,7.188,6.822
2014-03-01,Provider_27-Plant_13,837.524,817.814
2014-03-01,Provider_27-Plant_14,36.57,36.98
2014-03-01,Provider_27-Plant_15,1267.591,1394.397
2014-03-01,Provider_27-Plant_18,245.977,235.192
2014-03-01,Provider_27-Plant_19,892.095,899.76
2014-03-01,Provider_27-Plant_20,231.778,232.664
2014-03-01,Provider_27-Plant_4,1438.44,1142.661
2014-03-01,Provider_27-Plant_6,310.107,188.965
2014-03-01,Provider_28-Plant_10,12.891,13.002
2014-03-01,Provider_28-Plant_12,1.024,1.016
2014-03-01,Provider_28-Plant_13,310.579,301.26
2014-03-01,Provider_28-Plant_14,0.918,0.907
2014-03-01,Provider_28-Plant_15,74.843,72.964
2014-03-01,Provider_28-Plant_18,32.379,31.897
2014-03-01,Provider_28-Plant_19,172.585,170.843
2014-03-01,Provider_28-Plant_20,401.601,368.087
2014-03-01,Provider_28-Plant_4,395.242,232.724
2014-03-01,Provider_29-Plant_10,99.521,103.858
2014-03-01,Provider_29-Plant_11,71.587,68.795
2014-03-01,Provider_29-Plant_12,50.749,25.746
2014-03-01,Provider_29-Plant_13,744.814,545.91
2014-03-01,Provider_29-Plant_14,121.932,122.818
2014-03-01,Provider_29-Plant_15,210.315,204.341
2014-03-01,Provider_29-Plant_18,331.045,323.902
2014-03-01,Provider_29-Plant_19,730.836,646.659
2014-03-01,Provider_29-Plant_20,244.046,235.225
2014-03-01,Provider_29-Plant_4,697.15,586.05
2014-03-01,Provider_3-Plant_10,201.369,212.915
2014-03-01,Provider_3-Plant_11,346.257,350.052
2014-03-01,Provider_3-Plant_12,385.117,325.737
2014-03-01,Provider_3-Plant_13,2007.767,1902.556
2014-03-01,Provider_3-Plant_14,246.285,226.191
2014-03-01,Provider_3-Plant_15,1177.845,1239.564
2014-03-01,Provider_3-Plant_18,317.876,320.74
2014-03-01,Provider_3-Plant_19,1452.697,1454.356
2014-03-01,Provider_3-Plant_20,541.834,523.132
2014-03-01,Provider_3-Plant_4,2727.87,1817.963
2014-03-01,Provider_3-Plant_6,761.246,401.695
2014-03-01,Provider_30-Plant_10,43.265,43.71
2014-03-01,Provider_30-Plant_12,48.531,47.659
2014-03-01,Provider_30-Plant_13,482.685,477.922
2014-03-01,Provider_30-Plant_14,1.635,1.718
2014-03-01,Provider_30-Plant_15,500.058,507.37
2014-03-01,Provider_30-Plant_18,136.498,138.332
2014-03-01,Provider_30-Plant_19,330.528,327.808
2014-03-01,Provider_30-Plant_20,28.31,23.935
2014-03-01,Provider_30-Plant_4,403.774,350.657
2014-03-01,Provider_31-Plant_10,335.225,333.945
2014-03-01,Provider_31-Plant_11,214.117,210.734
2014-03-01,Provider_31-Plant_12,589.799,310.865
2014-03-01,Provider_31-Plant_13,1841.697,1776.934
2014-03-01,Provider_31-Plant_14,212.226,202.46
2014-03-01,Provider_31-Plant_15,1088.479,1047.303
2014-03-01,Provider_31-Plant_18,1451.019,1316.16
2014-03-01,Provider_31-Plant_19,1428.607,1415.489
