,Timestamp,ts_key,Actual Vol [Tons],Expected Vol [Tons],Plant,Production
95,2021-12-01,Provider_10-Plant_10,135.538,134.461,Plant_10,4130
96,2022-01-01,Provider_10-Plant_10,87.621,87.237,Plant_10,1612
97,2022-02-01,Provider_10-Plant_10,89.737,87.277,Plant_10,2792
98,2022-03-01,Provider_10-Plant_10,149.695,98.599,Plant_10,3989
99,2022-04-01,Provider_10-Plant_10,100.131,57.817,Plant_10,3012
100,2022-05-01,Provider_10-Plant_10,162.384,90.477,Plant_10,4252
101,2022-06-01,Provider_10-Plant_10,234.406,149.242,Plant_10,6426
102,2022-07-01,Provider_10-Plant_10,177.27,120.475,Plant_10,6118
103,2022-08-01,Provider_10-Plant_10,237.994,143.555,Plant_10,7446
104,2022-09-01,Provider_10-Plant_10,180.798,149.354,Plant_10,5654
105,2022-10-01,Provider_10-Plant_10,126.558,92.853,Plant_10,3947
106,2014-01-01,Provider_10-Plant_11,48.491,29.563,Plant_11,8578
107,2014-02-01,Provider_10-Plant_11,42.794,32.842,Plant_11,9739
108,2014-03-01,Provider_10-Plant_11,42.815,32.626,Plant_11,10619
109,2014-04-01,Provider_10-Plant_11,53.088,39.85,Plant_11,10379
110,2014-05-01,Provider_10-Plant_11,31.927,24.215,Plant_11,12155
111,2014-06-01,Provider_10-Plant_11,52.194,39.72,Plant_11,13411
112,2014-07-01,Provider_10-Plant_11,17.738,13.566,Plant_11,15521
113,2014-08-01,Provider_10-Plant_11,62.407,48.081,Plant_11,14701
114,2014-09-01,Provider_10-Plant_11,63.681,48.384,Plant_11,14871
115,2014-10-01,Provider_10-Plant_11,68.311,52.794,Plant_11,14666
116,2014-11-01,Provider_10-Plant_11,49.078,37.881,Plant_11,14900
117,2014-12-01,Provider_10-Plant_11,29.482,22.62,Plant_11,10747
118,2015-01-01,Provider_10-Plant_11,72.161,52.927,Plant_11,12943
119,2015-02-01,Provider_10-Plant_11,90.182,69.758,Plant_11,14777
120,2015-03-01,Provider_10-Plant_11,73.934,55.451,Plant_11,14573
121,2015-04-01,Provider_10-Plant_11,72.798,56.648,Plant_11,14961
122,2015-05-01,Provider_10-Plant_11,60.705,46.574,Plant_11,13944
123,2015-06-01,Provider_10-Plant_11,102.123,79.406,Plant_11,15880
124,2015-07-01,Provider_10-Plant_11,92.528,71.78,Plant_11,17408
125,2015-08-01,Provider_10-Plant_11,62.255,48.242,Plant_11,16119
126,2015-09-01,Provider_10-Plant_11,129.513,95.199,Plant_11,17156
127,2015-10-01,Provider_10-Plant_11,135.854,107.086,Plant_11,16430
128,2015-11-01,Provider_10-Plant_11,123.052,95.831,Plant_11,16074
129,2015-12-01,Provider_10-Plant_11,90.751,69.382,Plant_11,12784
130,2016-01-01,Provider_10-Plant_11,103.654,83.783,Plant_11,11274
131,2016-02-01,Provider_10-Plant_11,122.409,97.235,Plant_11,16351
132,2016-03-01,Provider_10-Plant_11,68.047,54.603,Plant_11,15308
133,2016-04-01,Provider_10-Plant_11,63.472,49.6,Plant_11,16365
134,2016-05-01,Provider_10-Plant_11,48.233,38.529,Plant_11,15437
135,2016-06-01,Provider_10-Plant_11,48.422,31.649,Plant_11,17158
136,2016-07-01,Provider_10-Plant_11,57.109,45.942,Plant_11,16695
137,2016-08-01,Provider_10-Plant_11,63.077,50.86,Plant_11,18365
138,2016-09-01,Provider_10-Plant_11,62.828,47.468,Plant_11,17408
139,2016-10-01,Provider_10-Plant_11,50.517,40.071,Plant_11,16581
140,2016-11-01,Provider_10-Plant_11,54.672,42.13,Plant_11,16599
141,2016-12-01,Provider_10-Plant_11,31.613,23.316,Plant_11,12176
142,2017-01-01,Provider_10-Plant_11,50.889,43.045,Plant_11,13398
143,2017-02-01,Provider_10-Plant_11,56.821,42.487,Plant_11,16790
144,2017-03-01,Provider_10-Plant_11,44.937,39.403,Plant_11,17682
145,2017-04-01,Provider_10-Plant_11,24.756,21.193,Plant_11,15054
146,2017-05-01,Provider_10-Plant_11,30.016,23.552,Plant_11,18247
147,2017-06-01,Provider_10-Plant_11,33.124,30.532,Plant_11,16592
148,2017-07-01,Provider_10-Plant_11,55.439,47.731,Plant_11,17180
149,2017-08-01,Provider_10-Plant_11,51.223,48.085,Plant_11,18257
150,2017-09-01,Provider_10-Plant_11,54.61,48.483,Plant_11,17735
151,2017-10-01,Provider_10-Plant_11,59.457,47.263,Plant_11,17193
152,2017-11-01,Provider_10-Plant_11,50.165,41.045,Plant_11,17297
153,2017-12-01,Provider_10-Plant_11,115.589,100.372,Plant_11,12025
154,2018-01-01,Provider_10-Plant_11,235.053,228.977,Plant_11,15307
155,2018-02-01,Provider_10-Plant_11,7643.445,189.719,Plant_11,16611
156,2018-03-01,Provider_10-Plant_11,162.646,164.603,Plant_11,16619
157,2018-04-01,Provider_10-Plant_11,201.396,202.802,Plant_11,15197
158,2018-05-01,Provider_10-Plant_11,169.75,165.532,Plant_11,14958
159,2018-06-01,Provider_10-Plant_11,175.718,162.979,Plant_11,15671
160,2018-07-01,Provider_10-Plant_11,212.316,200.603,Plant_11,16788
161,2018-08-01,Provider_10-Plant_11,203.216,208.397,Plant_11,17030
162,2018-09-01,Provider_10-Plant_11,139.204,144.863,Plant_11,16581
163,2018-10-01,Provider_10-Plant_11,227.496,230.829,Plant_11,17562
164,2018-11-01,Provider_10-Plant_11,248.169,254.124,Plant_11,16923
165,2018-12-01,Provider_10-Plant_11,134.578,135.688,Plant_11,13429
166,2019-01-01,Provider_10-Plant_11,241.158,241.576,Plant_11,15127
167,2019-02-01,Provider_10-Plant_11,169.783,167.237,Plant_11,15389
168,2019-03-01,Provider_10-Plant_11,142.419,147.677,Plant_11,14741
169,2019-04-01,Provider_10-Plant_11,144.874,140.609,Plant_11,14304
170,2019-05-01,Provider_10-Plant_11,274.342,252.98,Plant_11,16773
171,2019-06-01,Provider_10-Plant_11,217.29,215.409,Plant_11,14262
172,2019-07-01,Provider_10-Plant_11,315.139,284.402,Plant_11,18208
173,2019-08-01,Provider_10-Plant_11,240.18,238.838,Plant_11,16787
174,2019-09-01,Provider_10-Plant_11,246.419,243.81,Plant_11,17010
175,2019-10-01,Provider_10-Plant_11,311.529,314.238,Plant_11,16286
176,2019-11-01,Provider_10-Plant_11,241.725,245.932,Plant_11,16153
177,2019-12-01,Provider_10-Plant_11,150.389,154.274,Plant_11,11585
178,2020-01-01,Provider_10-Plant_11,213.569,243.802,Plant_11,16667
179,2020-02-01,Provider_10-Plant_11,197.888,199.309,Plant_11,17693
180,2020-03-01,Provider_10-Plant_11,136.641,139.451,Plant_11,11939
181,2020-04-01,Provider_10-Plant_11,0.837,0.239,Plant_11,0
182,2020-05-01,Provider_10-Plant_11,119.899,121.766,Plant_11,8698
183,2020-06-01,Provider_10-Plant_11,206.743,206.695,Plant_11,14259
184,2020-07-01,Provider_10-Plant_11,258.123,249.685,Plant_11,15687
185,2020-08-01,Provider_10-Plant_11,189.481,184.502,Plant_11,13830
186,2020-09-01,Provider_10-Plant_11,471.289,302.499,Plant_11,18718
187,2020-10-01,Provider_10-Plant_11,287.108,265.082,Plant_11,17757
188,2020-11-01,Provider_10-Plant_11,305.226,293.442,Plant_11,18142
189,2020-12-01,Provider_10-Plant_11,91.793,90.379,Plant_11,11629
190,2021-01-01,Provider_10-Plant_11,127.6,121.198,Plant_11,2338
191,2021-02-01,Provider_10-Plant_11,235.552,229.573,Plant_11,16355
192,2021-03-01,Provider_10-Plant_11,253.54,244.143,Plant_11,16915
193,2021-04-01,Provider_10-Plant_11,208.128,201.496,Plant_11,10063
194,2021-05-01,Provider_10-Plant_11,237.864,215.687,Plant_11,14434
195,2021-06-01,Provider_10-Plant_11,155.736,160.419,Plant_11,14816
196,2021-07-01,Provider_10-Plant_11,64.707,62.611,Plant_11,11703
197,2021-08-01,Provider_10-Plant_11,29.88,26.18,Plant_11,3766
198,2021-09-01,Provider_10-Plant_11,101.773,97.924,Plant_11,15012
199,2021-10-01,Provider_10-Plant_11,111.51,104.565,Plant_11,14673
200,2021-11-01,Provider_10-Plant_11,59.959,53.153,Plant_11,12627
201,2021-12-01,Provider_10-Plant_11,25.138,23.581,Plant_11,5261
202,2022-01-01,Provider_10-Plant_11,76.739,66.384,Plant_11,11435
203,2022-02-01,Provider_10-Plant_11,158.506,140.775,Plant_11,17010
204,2022-03-01,Provider_10-Plant_11,47.327,34.729,Plant_11,12000
205,2022-04-01,Provider_10-Plant_11,83.042,65.125,Plant_11,9573
206,2022-05-01,Provider_10-Plant_11,104.746,62.848,Plant_11,11484
207,2022-06-01,Provider_10-Plant_11,134.219,95.548,Plant_11,12437
208,2022-07-01,Provider_10-Plant_11,102.902,78.493,Plant_11,13624
209,2022-08-01,Provider_10-Plant_11,94.176,81.102,Plant_11,13338
210,2022-09-01,Provider_10-Plant_11,112.764,67.574,Plant_11,13062
211,2022-10-01,Provider_10-Plant_11,114.483,45.413,Plant_11,12993
212,2014-01-01,Provider_10-Plant_12,19.437,18.678,Plant_12,11668
213,2014-02-01,Provider_10-Plant_12,9.439,8.411,Plant_12,11275
214,2014-03-01,Provider_10-Plant_12,18.026,15.35,Plant_12,12306
215,2014-04-01,Provider_10-Plant_12,20.281,19.94,Plant_12,11790
216,2014-05-01,Provider_10-Plant_12,4.109,3.955,Plant_12,10407
217,2014-06-01,Provider_10-Plant_12,5.1,5.088,Plant_12,10692
218,2014-07-01,Provider_10-Plant_12,11.112,10.636,Plant_12,11023
219,2014-08-01,Provider_10-Plant_12,12.606,12.117,Plant_12,8754
220,2014-09-01,Provider_10-Plant_12,12.709,12.283,Plant_12,10694
221,2014-10-01,Provider_10-Plant_12,16.75,16.63,Plant_12,10848
222,2014-11-01,Provider_10-Plant_12,12.329,11.816,Plant_12,9927
223,2014-12-01,Provider_10-Plant_12,12.556,12.018,Plant_12,7332
224,2015-01-01,Provider_10-Plant_12,15.89,15.449,Plant_12,11730
225,2015-02-01,Provider_10-Plant_12,19.708,18.179,Plant_12,11055
226,2015-03-01,Provider_10-Plant_12,20.513,18.862,Plant_12,12739
227,2015-04-01,Provider_10-Plant_12,11.657,11.54,Plant_12,11715
228,2015-05-01,Provider_10-Plant_12,5.813,5.464,Plant_12,8361
229,2015-06-01,Provider_10-Plant_12,11.705,11.071,Plant_12,10751
230,2015-07-01,Provider_10-Plant_12,13.666,13.454,Plant_12,11338
231,2015-08-01,Provider_10-Plant_12,9.411,9.098,Plant_12,10491
232,2015-09-01,Provider_10-Plant_12,13.648,13.202,Plant_12,12649
233,2015-10-01,Provider_10-Plant_12,13.65,13.106,Plant_12,10806
234,2015-11-01,Provider_10-Plant_12,12.281,12.237,Plant_12,13135
235,2015-12-01,Provider_10-Plant_12,10.522,10.394,Plant_12,8295
236,2016-01-01,Provider_10-Plant_12,13.204,13.206,Plant_12,12387
237,2016-02-01,Provider_10-Plant_12,9.831,9.523,Plant_12,12714
238,2016-03-01,Provider_10-Plant_12,9.015,9.196,Plant_12,12146
239,2016-04-01,Provider_10-Plant_12,9.945,10.121,Plant_12,12633
240,2016-05-01,Provider_10-Plant_12,12.919,12.931,Plant_12,11428
241,2016-06-01,Provider_10-Plant_12,9.111,8.902,Plant_12,12210
242,2016-07-01,Provider_10-Plant_12,7.286,7.21,Plant_12,8906
243,2016-08-01,Provider_10-Plant_12,12.864,12.904,Plant_12,10552
244,2016-09-01,Provider_10-Plant_12,11.338,11.278,Plant_12,12881
245,2016-10-01,Provider_10-Plant_12,9.719,9.617,Plant_12,10300
246,2016-11-01,Provider_10-Plant_12,8.984,9.243,Plant_12,11300
247,2016-12-01,Provider_10-Plant_12,8.369,8.305,Plant_12,8543
248,2017-01-01,Provider_10-Plant_12,11.336,11.1,Plant_12,10116
249,2017-02-01,Provider_10-Plant_12,7.338,7.021,Plant_12,10118
250,2017-03-01,Provider_10-Plant_12,15.21,15.388,Plant_12,12985
251,2017-04-01,Provider_10-Plant_12,8.548,8.32,Plant_12,9295
252,2017-05-01,Provider_10-Plant_12,7.511,7.47,Plant_12,10398
253,2017-06-01,Provider_10-Plant_12,5.567,5.573,Plant_12,10629
254,2017-07-01,Provider_10-Plant_12,4.783,4.777,Plant_12,10842
255,2017-08-01,Provider_10-Plant_12,7.066,6.521,Plant_12,11484
256,2017-09-01,Provider_10-Plant_12,3.824,3.928,Plant_12,11599
257,2017-10-01,Provider_10-Plant_12,7.018,6.843,Plant_12,11302
258,2017-11-01,Provider_10-Plant_12,4.18,4.201,Plant_12,11300
259,2017-12-01,Provider_10-Plant_12,3.723,3.752,Plant_12,7636
260,2018-01-01,Provider_10-Plant_12,5.415,5.484,Plant_12,10880
261,2018-02-01,Provider_10-Plant_12,5.31,5.058,Plant_12,10843
262,2018-03-01,Provider_10-Plant_12,5.44,5.488,Plant_12,13145
263,2018-04-01,Provider_10-Plant_12,5.01,5.098,Plant_12,11483
264,2018-05-01,Provider_10-Plant_12,3.874,3.938,Plant_12,11063
265,2018-06-01,Provider_10-Plant_12,7.47,7.54,Plant_12,9315
266,2018-07-01,Provider_10-Plant_12,4.797,4.882,Plant_12,9547
267,2018-08-01,Provider_10-Plant_12,7.675,7.754,Plant_12,9538
268,2018-09-01,Provider_10-Plant_12,4.328,4.365,Plant_12,8782
269,2018-10-01,Provider_10-Plant_12,6.406,6.518,Plant_12,9868
270,2018-11-01,Provider_10-Plant_12,6.173,6.335,Plant_12,11437
271,2018-12-01,Provider_10-Plant_12,3.452,3.476,Plant_12,5042
272,2019-01-01,Provider_10-Plant_12,3.707,3.808,Plant_12,10683
273,2019-02-01,Provider_10-Plant_12,4.029,4.12,Plant_12,8710
274,2019-03-01,Provider_10-Plant_12,3.075,3.024,Plant_12,8434
275,2019-04-01,Provider_10-Plant_12,3.248,3.334,Plant_12,5755
276,2019-05-01,Provider_10-Plant_12,2.828,2.879,Plant_12,6108
277,2019-06-01,Provider_10-Plant_12,2.393,2.395,Plant_12,4028
278,2019-07-01,Provider_10-Plant_12,2.918,2.979,Plant_12,5209
279,2019-08-01,Provider_10-Plant_12,4.658,4.72,Plant_12,6537
280,2019-09-01,Provider_10-Plant_12,3.116,3.199,Plant_12,6164
281,2019-10-01,Provider_10-Plant_12,4.218,4.195,Plant_12,6152
282,2019-11-01,Provider_10-Plant_12,2.842,2.88,Plant_12,6412
283,2019-12-01,Provider_10-Plant_12,1.842,1.798,Plant_12,3555
284,2020-01-01,Provider_10-Plant_12,3.553,3.579,Plant_12,5229
285,2020-02-01,Provider_10-Plant_12,3.115,3.121,Plant_12,5841
286,2020-03-01,Provider_10-Plant_12,2.831,2.864,Plant_12,4223
287,2020-04-01,Provider_10-Plant_12,1.148,1.155,Plant_12,0
288,2020-05-01,Provider_10-Plant_12,0.177,0.166,Plant_12,2713
289,2020-06-01,Provider_10-Plant_12,1.715,1.709,Plant_12,3379
290,2020-07-01,Provider_10-Plant_12,3.829,3.594,Plant_12,4539
291,2020-08-01,Provider_10-Plant_12,2.995,2.741,Plant_12,4248
292,2020-09-01,Provider_10-Plant_12,3.301,3.296,Plant_12,6620
293,2020-10-01,Provider_10-Plant_12,3.598,3.566,Plant_12,6697
294,2020-11-01,Provider_10-Plant_12,2.334,2.295,Plant_12,5367
295,2020-12-01,Provider_10-Plant_12,1.871,1.808,Plant_12,2799
296,2021-01-01,Provider_10-Plant_12,2.664,2.669,Plant_12,2827
297,2021-02-01,Provider_10-Plant_12,3.019,2.845,Plant_12,4350
298,2021-03-01,Provider_10-Plant_12,5.174,5.293,Plant_12,4796
299,2021-04-01,Provider_10-Plant_12,4.135,3.998,Plant_12,4845
300,2021-05-01,Provider_10-Plant_12,4.05,3.804,Plant_12,5342
301,2021-06-01,Provider_10-Plant_12,4.791,4.735,Plant_12,6471
302,2021-07-01,Provider_10-Plant_12,5.687,5.615,Plant_12,6299
303,2021-08-01,Provider_10-Plant_12,3.944,3.844,Plant_12,4698
304,2021-09-01,Provider_10-Plant_12,5.371,5.359,Plant_12,4508
305,2021-10-01,Provider_10-Plant_12,6.469,6.257,Plant_12,6084
306,2021-11-01,Provider_10-Plant_12,2.426,2.269,Plant_12,5152
307,2021-12-01,Provider_10-Plant_12,3.672,3.658,Plant_12,4132
308,2022-01-01,Provider_10-Plant_12,4.741,4.779,Plant_12,6235
309,2022-02-01,Provider_10-Plant_12,4.305,4.161,Plant_12,5428
310,2022-03-01,Provider_10-Plant_12,5.248,4.998,Plant_12,7680
311,2022-04-01,Provider_10-Plant_12,3.775,3.535,Plant_12,7360
312,2022-05-01,Provider_10-Plant_12,1.66,1.527,Plant_12,5641
313,2022-06-01,Provider_10-Plant_12,4.862,4.618,Plant_12,6943
314,2022-07-01,Provider_10-Plant_12,4.821,4.66,Plant_12,4693
315,2022-08-01,Provider_10-Plant_12,3.715,4.2,Plant_12,4895
316,2022-09-01,Provider_10-Plant_12,0.8,1.274,Plant_12,2662
317,2022-10-01,Provider_10-Plant_12,0.921,1.249,Plant_12,2166
318,2014-01-01,Provider_10-Plant_13,34.612,40.305,Plant_13,33839
319,2014-02-01,Provider_10-Plant_13,48.205,52.332,Plant_13,36690
320,2014-03-01,Provider_10-Plant_13,39.995,43.474,Plant_13,38211
321,2014-04-01,Provider_10-Plant_13,36.768,39.558,Plant_13,36979
322,2014-05-01,Provider_10-Plant_13,37.488,39.597,Plant_13,31164
323,2014-06-01,Provider_10-Plant_13,33.297,35.538,Plant_13,25176
324,2014-07-01,Provider_10-Plant_13,37.906,43.086,Plant_13,33159
325,2014-08-01,Provider_10-Plant_13,21.044,22.319,Plant_13,17999
326,2014-09-01,Provider_10-Plant_13,40.792,44.304,Plant_13,29654
327,2014-10-01,Provider_10-Plant_13,43.565,48.656,Plant_13,33287
328,2014-11-01,Provider_10-Plant_13,37.492,42.213,Plant_13,31415
329,2014-12-01,Provider_10-Plant_13,22.423,26.422,Plant_13,19740
330,2015-01-01,Provider_10-Plant_13,24.185,28.818,Plant_13,16956
331,2015-02-01,Provider_10-Plant_13,43.396,47.531,Plant_13,29205
332,2015-03-01,Provider_10-Plant_13,44.412,49.463,Plant_13,35790
333,2015-04-01,Provider_10-Plant_13,29.692,30.48,Plant_13,27505
334,2015-05-01,Provider_10-Plant_13,22.121,22.532,Plant_13,25175
335,2015-06-01,Provider_10-Plant_13,84.788,70.682,Plant_13,29324
336,2015-07-01,Provider_10-Plant_13,110.726,77.764,Plant_13,33396
337,2015-08-01,Provider_10-Plant_13,50.101,48.941,Plant_13,20907
338,2015-09-01,Provider_10-Plant_13,100.016,83.188,Plant_13,25806
339,2015-10-01,Provider_10-Plant_13,178.066,164.736,Plant_13,32424
340,2015-11-01,Provider_10-Plant_13,280.365,261.486,Plant_13,27453
341,2015-12-01,Provider_10-Plant_13,175.691,158.436,Plant_13,15251
342,2016-01-01,Provider_10-Plant_13,199.477,181.339,Plant_13,14546
343,2016-02-01,Provider_10-Plant_13,331.898,306.195,Plant_13,21421
344,2016-03-01,Provider_10-Plant_13,529.914,465.108,Plant_13,25488
345,2016-04-01,Provider_10-Plant_13,568.797,532.539,Plant_13,31316
346,2016-05-01,Provider_10-Plant_13,417.737,386.422,Plant_13,21013
347,2016-06-01,Provider_10-Plant_13,666.322,604.077,Plant_13,31294
348,2016-07-01,Provider_10-Plant_13,768.336,724.069,Plant_13,32063
349,2016-08-01,Provider_10-Plant_13,609.136,573.838,Plant_13,26028
350,2016-09-01,Provider_10-Plant_13,681.079,637.514,Plant_13,30324
351,2016-10-01,Provider_10-Plant_13,625.063,594.096,Plant_13,28287
352,2016-11-01,Provider_10-Plant_13,765.308,733.776,Plant_13,32752
353,2016-12-01,Provider_10-Plant_13,500.796,474.746,Plant_13,22522
354,2017-01-01,Provider_10-Plant_13,695.881,647.316,Plant_13,23230
355,2017-02-01,Provider_10-Plant_13,617.218,593.4,Plant_13,22337
356,2017-03-01,Provider_10-Plant_13,741.985,689.765,Plant_13,31567
357,2017-04-01,Provider_10-Plant_13,535.571,507.538,Plant_13,22944
358,2017-05-01,Provider_10-Plant_13,787.091,748.78,Plant_13,31125
359,2017-06-01,Provider_10-Plant_13,591.236,560.012,Plant_13,22072
360,2017-07-01,Provider_10-Plant_13,686.143,655.058,Plant_13,30083
361,2017-08-01,Provider_10-Plant_13,363.44,370.572,Plant_13,16244
362,2017-09-01,Provider_10-Plant_13,839.71,837.61,Plant_13,32167
363,2017-10-01,Provider_10-Plant_13,835.622,834.972,Plant_13,29816
364,2017-11-01,Provider_10-Plant_13,819.346,816.883,Plant_13,32244
365,2017-12-01,Provider_10-Plant_13,478.016,476.932,Plant_13,19306
